year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,8,2,1827,1835,-8,2011,2010,1,MQ,3674,N3AEMQ,LGA,CLE,70,419,18,35,2013-08-02T22:00:00Z
2013,7,7,1512,1300,132,1749,1516,153,DL,1653,N352NB,EWR,ATL,113,746,13,0,2013-07-07T17:00:00Z
2013,6,16,1954,1805,109,2152,2017,95,DL,1321,N360NB,EWR,MSP,152,1008,18,5,2013-06-16T22:00:00Z
2013,9,10,1649,1635,14,1810,1800,10,WN,4209,N787SA,LGA,MDW,103,725,16,35,2013-09-10T20:00:00Z
2013,1,28,1258,1300,-2,1443,1440,3,AA,329,N4YMAA,LGA,ORD,124,733,13,0,2013-01-28T18:00:00Z
2013,10,14,845,850,-5,1147,1141,6,B6,189,N658JB,JFK,SAN,339,2446,8,50,2013-10-14T12:00:00Z
2013,5,15,1356,1359,-3,1600,1631,-31,DL,2043,N351NB,JFK,ATL,103,760,13,59,2013-05-15T17:00:00Z
2013,3,27,614,615,-1,733,740,-7,WN,1972,N413WN,EWR,MDW,108,711,6,15,2013-03-27T10:00:00Z
2013,9,27,2053,2059,-6,2317,2358,-41,UA,1416,N79402,EWR,MCO,115,937,20,59,2013-09-28T00:00:00Z
2013,12,4,943,847,56,1311,1211,60,UA,653,N823UA,EWR,LAX,360,2454,8,47,2013-12-04T13:00:00Z
2013,2,9,1433,1416,17,1649,1650,-1,FL,349,N945AT,LGA,ATL,120,762,14,16,2013-02-09T19:00:00Z
2013,4,18,606,612,-6,731,725,6,EV,4264,N19966,EWR,IAD,56,212,6,12,2013-04-18T10:00:00Z
2013,9,20,657,700,-3,1010,1023,-13,UA,347,N597UA,JFK,SFO,351,2586,7,0,2013-09-20T11:00:00Z
2013,9,4,716,727,-11,938,1007,-29,UA,554,N594UA,LGA,IAH,173,1416,7,27,2013-09-04T11:00:00Z
2013,10,15,1301,1259,2,1529,1538,-9,DL,781,N977DL,LGA,ATL,116,762,12,59,2013-10-15T16:00:00Z
2013,2,25,1828,1830,-2,2106,2121,-15,B6,711,N645JB,JFK,LAS,311,2248,18,30,2013-02-25T23:00:00Z
2013,6,20,1840,1835,5,2135,2144,-9,UA,1637,N14237,EWR,TPA,137,997,18,35,2013-06-20T22:00:00Z
2013,6,26,2219,2130,49,119,2359,80,B6,1677,N368JB,JFK,JAX,112,828,21,30,2013-06-27T01:00:00Z
2013,6,9,1853,1900,-7,2041,2048,-7,EV,5038,N730EV,LGA,BHM,125,866,19,0,2013-06-09T23:00:00Z
2013,8,15,1337,1345,-8,1620,1635,-15,AA,753,N3FYAA,LGA,DFW,188,1389,13,45,2013-08-15T17:00:00Z
2013,5,19,1220,1219,1,1423,1446,-23,UA,1483,N87512,EWR,PHX,282,2133,12,19,2013-05-19T16:00:00Z
2013,2,24,1242,1245,-3,1431,1444,-13,EV,5054,N713EV,EWR,DTW,91,488,12,45,2013-02-24T17:00:00Z
2013,7,12,819,755,24,1025,950,35,US,1733,N538UW,LGA,CLT,82,544,7,55,2013-07-12T11:00:00Z
2013,6,16,752,755,-3,1059,1115,-16,AA,59,N319AA,JFK,SFO,345,2586,7,55,2013-06-16T11:00:00Z
2013,11,27,1529,1530,-1,1903,1915,-12,AA,85,N397AA,JFK,SFO,359,2586,15,30,2013-11-27T20:00:00Z
2013,6,3,1525,1509,16,1712,1704,8,EV,4572,N13161,EWR,GSP,88,594,15,9,2013-06-03T19:00:00Z
2013,3,5,1319,1315,4,1527,1520,7,MQ,4564,N711MQ,LGA,DTW,83,502,13,15,2013-03-05T18:00:00Z
2013,5,20,1928,1829,59,2111,2039,32,DL,2019,N348NW,LGA,MSP,134,1020,18,29,2013-05-20T22:00:00Z
2013,4,25,722,700,22,857,831,26,UA,583,N408UA,LGA,ORD,124,733,7,0,2013-04-25T11:00:00Z
2013,11,28,1841,1849,-8,2148,2209,-21,B6,263,N804JB,JFK,SEA,338,2422,18,49,2013-11-28T23:00:00Z
2013,2,25,1854,1855,-1,2050,2100,-10,US,1491,N184US,LGA,CLT,87,544,18,55,2013-02-25T23:00:00Z
2013,12,20,827,830,-3,929,950,-21,9E,2901,N922XJ,JFK,BOS,38,187,8,30,2013-12-20T13:00:00Z
2013,7,11,1755,1800,-5,1925,2002,-37,UA,1187,N24715,EWR,CLE,65,404,18,0,2013-07-11T22:00:00Z
2013,11,1,1453,1455,-2,1757,1807,-10,UA,226,N802UA,EWR,RSW,167,1068,14,55,2013-11-01T18:00:00Z
2013,11,14,1506,1515,-9,1748,1810,-22,AA,320,N487AA,EWR,DFW,198,1372,15,15,2013-11-14T20:00:00Z
2013,10,12,1758,1805,-7,1912,1933,-21,EV,5514,N718EV,LGA,ROC,38,254,18,5,2013-10-12T22:00:00Z
2013,4,12,NA,1716,NA,NA,1936,NA,UA,423,NA,LGA,DEN,NA,1620,17,16,2013-04-12T21:00:00Z
2013,3,13,1711,1720,-9,1853,1905,-12,MQ,4479,N736MQ,LGA,RDU,75,431,17,20,2013-03-13T21:00:00Z
2013,8,17,1920,1930,-10,2020,2047,-27,EV,5769,N829AS,LGA,IAD,43,229,19,30,2013-08-17T23:00:00Z
2013,6,16,943,909,34,1125,1122,3,EV,4952,N760EV,LGA,CLT,76,544,9,9,2013-06-16T13:00:00Z
2013,5,5,1523,1520,3,1722,1804,-42,UA,1289,N78448,EWR,LAS,279,2227,15,20,2013-05-05T19:00:00Z
2013,3,7,1715,1719,-4,1841,1857,-16,UA,1204,N77261,EWR,ORD,110,719,17,19,2013-03-07T22:00:00Z
2013,1,10,1009,1015,-6,1218,1216,2,US,1427,N725UW,JFK,CLT,100,541,10,15,2013-01-10T15:00:00Z
2013,11,10,1237,1244,-7,1447,1446,1,9E,3342,N926XJ,EWR,DTW,103,488,12,44,2013-11-10T17:00:00Z
2013,3,14,616,622,-6,911,927,-16,UA,1072,N37281,LGA,IAH,203,1416,6,22,2013-03-14T10:00:00Z
2013,12,6,1834,1804,30,2041,2006,35,EV,4382,N21197,EWR,DTW,88,488,18,4,2013-12-06T23:00:00Z
2013,9,8,1342,1345,-3,1601,1633,-32,B6,581,N509JB,JFK,HOU,175,1428,13,45,2013-09-08T17:00:00Z
2013,1,20,1742,1745,-3,2110,2117,-7,DL,1394,N3755D,JFK,PDX,355,2454,17,45,2013-01-20T22:00:00Z
2013,4,22,1758,1800,-2,1944,1915,29,US,2185,N758US,LGA,DCA,44,214,18,0,2013-04-22T22:00:00Z
2013,7,12,745,752,-7,906,913,-7,B6,2702,N184JB,JFK,BUF,52,301,7,52,2013-07-12T11:00:00Z
2013,2,27,1751,1530,141,1956,1805,111,MQ,4525,N711MQ,LGA,XNA,167,1147,15,30,2013-02-27T20:00:00Z
2013,3,28,627,615,12,752,750,2,MQ,4518,N722MQ,LGA,RDU,68,431,6,15,2013-03-28T10:00:00Z
2013,6,1,813,810,3,957,1025,-28,9E,3538,N930XJ,JFK,MSP,139,1029,8,10,2013-06-01T12:00:00Z
2013,3,4,1720,1725,-5,1858,1855,3,MQ,4255,N932MQ,JFK,BNA,120,765,17,25,2013-03-04T22:00:00Z
2013,5,13,1952,2003,-11,2203,2214,-11,EV,4536,N16999,EWR,CVG,87,569,20,3,2013-05-14T00:00:00Z
2013,11,2,1023,1030,-7,1256,1300,-4,DL,570,N333NB,LGA,DEN,230,1620,10,30,2013-11-02T14:00:00Z
2013,6,5,1726,1730,-4,1929,1935,-6,DL,2331,N374NW,LGA,DTW,91,502,17,30,2013-06-05T21:00:00Z
2013,5,31,1656,1700,-4,1824,1830,-6,MQ,4410,N804MQ,JFK,DCA,51,213,17,0,2013-05-31T21:00:00Z
2013,8,10,901,901,0,1152,1204,-12,B6,63,N641JB,JFK,SEA,325,2422,9,1,2013-08-10T13:00:00Z
2013,5,25,1630,1630,0,1955,2010,-15,VX,27,N838VA,JFK,SFO,348,2586,16,30,2013-05-25T20:00:00Z
2013,6,2,1603,1600,3,1836,1837,-1,DL,847,N670DN,LGA,ATL,127,762,16,0,2013-06-02T20:00:00Z
2013,2,12,1845,1850,-5,2044,2050,-6,AA,2019,N549AA,LGA,STL,161,888,18,50,2013-02-12T23:00:00Z
2013,7,29,821,829,-8,1133,1143,-10,UA,397,N505UA,JFK,SFO,346,2586,8,29,2013-07-29T12:00:00Z
2013,12,12,605,611,-6,912,912,0,B6,601,N641JB,JFK,FLL,166,1069,6,11,2013-12-12T11:00:00Z
2013,8,7,756,759,-3,1043,1026,17,DL,2047,N679DA,LGA,ATL,120,762,7,59,2013-08-07T11:00:00Z
2013,1,28,1917,1825,52,2118,1935,103,US,1860,N755US,LGA,PHL,75,96,18,25,2013-01-28T23:00:00Z
2013,10,20,1248,1300,-12,1411,1439,-28,EV,5378,N722EV,LGA,PIT,58,335,13,0,2013-10-20T17:00:00Z
2013,9,18,1720,1700,20,2027,2027,0,UA,512,N598UA,JFK,SFO,336,2586,17,0,2013-09-18T21:00:00Z
2013,8,29,1514,1432,42,NA,1559,NA,EV,5713,N836AS,LGA,IAD,NA,229,14,32,2013-08-29T18:00:00Z
2013,8,29,1037,1029,8,1309,1310,-1,B6,53,N644JB,JFK,PBI,132,1028,10,29,2013-08-29T14:00:00Z
2013,8,15,NA,1915,NA,NA,2131,NA,EV,5268,N604QX,LGA,CLT,NA,544,19,15,2013-08-15T23:00:00Z
2013,6,24,553,600,-7,823,830,-7,AA,707,N3JUAA,LGA,DFW,184,1389,6,0,2013-06-24T10:00:00Z
2013,8,13,648,625,23,932,915,17,WN,16,N404WN,EWR,HOU,195,1411,6,25,2013-08-13T10:00:00Z
2013,8,12,826,830,-4,1059,1120,-21,UA,691,N404UA,EWR,MCO,131,937,8,30,2013-08-12T12:00:00Z
2013,9,20,1311,1315,-4,1458,1516,-18,EV,5615,N722EV,LGA,CMH,70,479,13,15,2013-09-20T17:00:00Z
2013,1,15,1922,1855,27,2113,2100,13,MQ,4649,N0EGMQ,LGA,MSP,154,1020,18,55,2013-01-15T23:00:00Z
2013,6,12,1155,1200,-5,1306,1313,-7,B6,1303,N339JB,JFK,IAD,49,228,12,0,2013-06-12T16:00:00Z
2013,11,21,1831,1825,6,2104,2103,1,DL,87,N3755D,JFK,ATL,119,760,18,25,2013-11-21T23:00:00Z
2013,2,10,1929,1930,-1,2301,2311,-10,B6,91,N779JB,JFK,OAK,335,2576,19,30,2013-02-11T00:00:00Z
2013,9,27,555,600,-5,832,858,-26,B6,371,N760JB,LGA,FLL,133,1076,6,0,2013-09-27T10:00:00Z
2013,2,7,849,858,-9,1115,1118,-3,EV,4364,N11194,EWR,MCI,165,1092,8,58,2013-02-07T13:00:00Z
2013,6,26,700,638,22,950,934,16,UA,624,N507UA,EWR,FLL,151,1065,6,38,2013-06-26T10:00:00Z
2013,1,13,1149,1200,-11,1338,1400,-22,US,1443,N749US,JFK,CLT,81,541,12,0,2013-01-13T17:00:00Z
2013,9,7,657,700,-3,925,1002,-37,DL,1415,N384DA,JFK,SLC,245,1990,7,0,2013-09-07T11:00:00Z
2013,9,20,2021,2034,-13,2118,2209,-51,9E,4127,N8492C,JFK,IAD,40,228,20,34,2013-09-21T00:00:00Z
2013,7,19,1756,1700,56,2014,1938,36,DL,1499,N353NW,LGA,ATL,101,762,17,0,2013-07-19T21:00:00Z
2013,11,11,1350,1359,-9,1540,1534,6,EV,4171,N13908,EWR,MSN,144,799,13,59,2013-11-11T18:00:00Z
2013,5,22,1447,1450,-3,1627,1635,-8,MQ,4403,N804MQ,JFK,RDU,67,427,14,50,2013-05-22T18:00:00Z
2013,1,5,1143,1145,-2,1401,1425,-24,WN,7,N916WN,LGA,DEN,238,1620,11,45,2013-01-05T16:00:00Z
2013,9,25,1758,1803,-5,2053,2056,-3,UA,360,N524UA,EWR,PBI,140,1023,18,3,2013-09-25T22:00:00Z
2013,2,14,1006,1007,-1,1116,1122,-6,EV,5711,N829AS,JFK,IAD,52,228,10,7,2013-02-14T15:00:00Z
2013,12,10,1504,1515,-11,1731,1720,11,MQ,2793,N694MQ,JFK,CMH,94,483,15,15,2013-12-10T20:00:00Z
2013,9,19,2050,1700,230,2226,1855,211,AA,199,N3CXAA,JFK,ORD,115,740,17,0,2013-09-19T21:00:00Z
2013,3,4,1629,1630,-1,1937,2015,-38,VX,27,N642VA,JFK,SFO,347,2586,16,30,2013-03-04T21:00:00Z
2013,10,19,959,1004,-5,1205,1203,2,EV,4255,N22909,EWR,CHS,108,628,10,4,2013-10-19T14:00:00Z
2013,1,18,1053,1100,-7,1216,1214,2,US,2171,N757UW,LGA,DCA,58,214,11,0,2013-01-18T16:00:00Z
2013,8,14,852,853,-1,1217,1212,5,B6,15,N625JB,JFK,SFO,347,2586,8,53,2013-08-14T12:00:00Z
2013,8,5,708,710,-2,946,915,31,MQ,3547,N713MQ,LGA,XNA,176,1147,7,10,2013-08-05T11:00:00Z
2013,6,1,956,955,1,1127,1136,-9,EV,5025,N748EV,LGA,MKE,100,738,9,55,2013-06-01T13:00:00Z
2013,4,16,1129,1134,-5,1418,1444,-26,UA,590,N840UA,EWR,FLL,153,1065,11,34,2013-04-16T15:00:00Z
2013,1,14,653,700,-7,1012,1019,-7,DL,2003,N950DL,LGA,MIA,150,1096,7,0,2013-01-14T12:00:00Z
2013,3,31,2010,1730,160,2317,2050,147,AA,543,N394AA,JFK,MIA,153,1089,17,30,2013-03-31T21:00:00Z
2013,12,27,1509,1340,89,1759,1638,81,UA,538,N826UA,EWR,PBI,151,1023,13,40,2013-12-27T18:00:00Z
2013,2,7,2000,2000,0,2251,2304,-13,B6,21,N558JB,JFK,TPA,148,1005,20,0,2013-02-08T01:00:00Z
2013,5,20,1558,1440,78,1832,1645,107,DL,1819,N983DL,LGA,MSP,141,1020,14,40,2013-05-20T18:00:00Z
2013,3,15,727,730,-3,1006,1100,-54,AA,33,N319AA,JFK,LAX,322,2475,7,30,2013-03-15T11:00:00Z
2013,2,10,926,920,6,1245,1233,12,UA,1669,N57864,EWR,LAX,343,2454,9,20,2013-02-10T14:00:00Z
2013,11,25,1356,1357,-1,1712,1728,-16,UA,1583,N77296,EWR,SFO,355,2565,13,57,2013-11-25T18:00:00Z
2013,5,8,1844,1850,-6,2039,2035,4,AA,359,N487AA,LGA,ORD,102,733,18,50,2013-05-08T22:00:00Z
2013,5,21,657,700,-3,958,1011,-13,DL,763,N703TW,JFK,LAX,327,2475,7,0,2013-05-21T11:00:00Z
2013,8,27,1928,1932,-4,2212,2228,-16,B6,225,N665JB,JFK,TPA,125,1005,19,32,2013-08-27T23:00:00Z
2013,9,11,1847,1845,2,2321,2210,71,AA,177,N336AA,JFK,SFO,321,2586,18,45,2013-09-11T22:00:00Z
2013,5,9,1312,1315,-3,1602,1616,-14,B6,1601,N588JB,LGA,RSW,145,1080,13,15,2013-05-09T17:00:00Z
2013,9,17,1604,1500,64,1709,1631,38,UA,635,N431UA,EWR,ORD,100,719,15,0,2013-09-17T19:00:00Z
2013,3,2,2019,2000,19,2310,2300,10,B6,21,N516JB,JFK,TPA,151,1005,20,0,2013-03-03T01:00:00Z
2013,2,27,1538,1500,38,1714,1639,35,UA,665,N498UA,LGA,ORD,104,733,15,0,2013-02-27T20:00:00Z
2013,7,31,2132,2140,-8,2256,2300,-4,MQ,3621,N848MQ,JFK,DCA,50,213,21,40,2013-08-01T01:00:00Z
2013,11,26,805,805,0,1235,1304,-29,AA,1357,N5FHAA,JFK,SJU,186,1598,8,5,2013-11-26T13:00:00Z
2013,4,25,NA,1830,NA,NA,2000,NA,EV,3270,N12563,EWR,CAE,NA,602,18,30,2013-04-25T22:00:00Z
2013,12,2,1047,1049,-2,1221,1239,-18,EV,4625,N11535,EWR,STL,133,872,10,49,2013-12-02T15:00:00Z
2013,7,21,1548,1549,-1,1849,1900,-11,DL,706,N3771K,JFK,AUS,196,1521,15,49,2013-07-21T19:00:00Z
2013,1,18,1703,1655,8,2009,2035,-26,VX,413,N633VA,JFK,LAX,331,2475,16,55,2013-01-18T21:00:00Z
2013,3,15,1629,1529,60,1802,1653,69,EV,4223,N16561,EWR,MKE,133,725,15,29,2013-03-15T19:00:00Z
2013,10,29,551,600,-9,815,829,-14,DL,563,N912DL,LGA,ATL,109,762,6,0,2013-10-29T10:00:00Z
2013,9,4,902,910,-8,1105,1104,1,DL,1152,N321NB,EWR,DTW,75,488,9,10,2013-09-04T13:00:00Z
2013,6,27,NA,2040,NA,NA,2235,NA,MQ,3603,N713MQ,LGA,DTW,NA,502,20,40,2013-06-28T00:00:00Z
2013,4,5,1421,1415,6,1708,1708,0,UA,1166,N18112,EWR,TPA,146,997,14,15,2013-04-05T18:00:00Z
2013,3,19,827,830,-3,923,944,-21,EV,4249,N15973,EWR,SYR,38,195,8,30,2013-03-19T12:00:00Z
2013,1,2,919,830,49,1135,1038,57,EV,4690,N23139,EWR,GRR,109,605,8,30,2013-01-02T13:00:00Z
2013,3,26,1657,1700,-3,1900,1924,-24,DL,2042,N305DQ,EWR,ATL,110,746,17,0,2013-03-26T21:00:00Z
2013,12,28,1718,1655,23,1947,1930,17,WN,928,N8606C,LGA,DEN,244,1620,16,55,2013-12-28T21:00:00Z
2013,6,4,1106,1107,-1,1154,1212,-18,EV,4120,N12163,EWR,ALB,31,143,11,7,2013-06-04T15:00:00Z
2013,10,3,2016,2022,-6,2136,2200,-24,UA,1464,N33203,EWR,CLE,57,404,20,22,2013-10-04T00:00:00Z
2013,4,6,453,500,-7,619,640,-21,US,1843,N562UW,EWR,CLT,71,529,5,0,2013-04-06T09:00:00Z
2013,7,4,2020,2030,-10,2132,2202,-30,FL,485,N958AT,LGA,CAK,59,397,20,30,2013-07-05T00:00:00Z
2013,11,14,1449,1450,-1,1713,1712,1,9E,2903,N936XJ,JFK,CLT,84,541,14,50,2013-11-14T19:00:00Z
2013,2,22,1036,945,51,1232,1144,48,EV,4198,N13975,EWR,STL,154,872,9,45,2013-02-22T14:00:00Z
2013,6,30,907,834,33,1101,1032,29,B6,219,N307JB,JFK,CLT,88,541,8,34,2013-06-30T12:00:00Z
2013,10,11,1658,1700,-2,1816,1855,-39,AA,199,N3DSAA,JFK,ORD,110,740,17,0,2013-10-11T21:00:00Z
2013,1,25,1952,1829,83,2209,2032,97,US,1973,N171US,EWR,CLT,91,529,18,29,2013-01-25T23:00:00Z
2013,10,27,554,600,-6,705,717,-12,EV,5747,N826AS,LGA,IAD,43,229,6,0,2013-10-27T10:00:00Z
2013,3,10,608,600,8,851,849,2,B6,79,N510JB,JFK,MCO,126,944,6,0,2013-03-10T10:00:00Z
2013,10,7,1125,1135,-10,1327,1343,-16,DL,2219,N949DL,LGA,MSP,139,1020,11,35,2013-10-07T15:00:00Z
2013,9,8,1851,1855,-4,2029,2035,-6,AA,359,N559AA,LGA,ORD,113,733,18,55,2013-09-08T22:00:00Z
2013,11,7,849,835,14,1105,1045,20,EV,4638,N13968,EWR,CVG,105,569,8,35,2013-11-07T13:00:00Z
2013,3,16,604,610,-6,901,915,-14,AA,1837,N3DDAA,LGA,MIA,151,1096,6,10,2013-03-16T10:00:00Z
2013,7,18,1731,1725,6,1859,1850,9,EV,4187,N16170,EWR,BNA,104,748,17,25,2013-07-18T21:00:00Z
2013,10,8,1115,1115,0,1303,1255,8,MQ,3466,N511MQ,LGA,RDU,69,431,11,15,2013-10-08T15:00:00Z
2013,2,12,1418,1420,-2,1608,1620,-12,MQ,4588,N0EGMQ,LGA,MSP,144,1020,14,20,2013-02-12T19:00:00Z
2013,10,13,827,832,-5,947,1000,-13,9E,3492,N924XJ,JFK,DCA,40,213,8,32,2013-10-13T12:00:00Z
2013,3,21,1535,1445,50,1838,1744,54,B6,63,N789JB,JFK,TPA,144,1005,14,45,2013-03-21T18:00:00Z
2013,1,13,2047,1845,122,2304,2050,134,EV,4227,N13988,EWR,GRR,94,605,18,45,2013-01-13T23:00:00Z
2013,10,7,2319,1925,234,120,2151,209,9E,3304,N928XJ,JFK,MSY,159,1182,19,25,2013-10-07T23:00:00Z
2013,11,1,906,805,61,1101,1000,61,EV,5242,N755EV,LGA,GSO,79,461,8,5,2013-11-01T12:00:00Z
2013,6,10,820,820,0,939,940,-1,MQ,4655,N9EAMQ,LGA,BNA,112,764,8,20,2013-06-10T12:00:00Z
2013,2,18,1509,1459,10,1628,1634,-6,UA,1599,N14704,EWR,ORD,119,719,14,59,2013-02-18T19:00:00Z
2013,4,18,2013,2015,-2,2250,2318,-28,DL,1729,N395DN,JFK,LAS,303,2248,20,15,2013-04-19T00:00:00Z
2013,5,10,2130,2130,0,2255,2300,-5,MQ,4617,N5PBMQ,LGA,RDU,67,431,21,30,2013-05-11T01:00:00Z
2013,10,18,1618,1615,3,1934,1915,19,AA,65,N3JNAA,JFK,DFW,218,1391,16,15,2013-10-18T20:00:00Z
2013,2,21,654,651,3,932,926,6,UA,721,N484UA,LGA,DEN,255,1620,6,51,2013-02-21T11:00:00Z
2013,1,17,1827,1827,0,2108,2045,23,UA,612,N514UA,EWR,DEN,228,1605,18,27,2013-01-17T23:00:00Z
2013,11,2,2139,2140,-1,43,40,3,AA,185,N323AA,JFK,LAX,336,2475,21,40,2013-11-03T01:00:00Z
2013,5,22,1837,1830,7,2159,2100,59,WN,1545,N795SW,EWR,MSY,168,1167,18,30,2013-05-22T22:00:00Z
2013,4,7,2023,2030,-7,2239,2258,-19,B6,115,N239JB,JFK,MSY,168,1182,20,30,2013-04-08T00:00:00Z
2013,10,26,1648,1651,-3,1949,1957,-8,B6,89,N597JB,JFK,SAN,323,2446,16,51,2013-10-26T20:00:00Z
2013,10,12,1253,1245,8,1617,1600,17,UA,1663,N57439,EWR,SFO,352,2565,12,45,2013-10-12T16:00:00Z
2013,4,24,927,914,13,1210,1200,10,B6,883,N526JB,JFK,MCO,125,944,9,14,2013-04-24T13:00:00Z
2013,5,1,757,759,-2,1040,1104,-24,B6,25,N760JB,JFK,FLL,137,1069,7,59,2013-05-01T11:00:00Z
2013,3,14,1555,1600,-5,1736,1751,-15,B6,917,N334JB,JFK,ORD,121,740,16,0,2013-03-14T20:00:00Z
2013,7,17,1205,1210,-5,1345,1350,-5,AA,329,N579AA,LGA,ORD,107,733,12,10,2013-07-17T16:00:00Z
2013,3,17,1731,1704,27,2008,1929,39,UA,1148,N39461,EWR,DEN,244,1605,17,4,2013-03-17T21:00:00Z
2013,8,2,857,829,28,1202,1143,19,UA,397,N555UA,JFK,SFO,330,2586,8,29,2013-08-02T12:00:00Z
2013,5,11,1722,1600,82,2102,1915,107,DL,1461,N711ZX,JFK,LAX,315,2475,16,0,2013-05-11T20:00:00Z
2013,8,20,1422,1425,-3,1533,1554,-21,B6,2402,N279JB,JFK,BUF,56,301,14,25,2013-08-20T18:00:00Z
2013,10,15,953,959,-6,1141,1207,-26,US,2054,N770UW,LGA,CLT,77,544,9,59,2013-10-15T13:00:00Z
2013,7,12,1814,1800,14,2106,2119,-13,UA,212,N520UA,EWR,SFO,304,2565,18,0,2013-07-12T22:00:00Z
2013,2,12,1506,1510,-4,1640,1650,-10,WN,323,N202WN,LGA,MKE,116,738,15,10,2013-02-12T20:00:00Z
2013,7,1,2057,2100,-3,2155,2210,-15,US,2144,N949UW,LGA,BOS,40,184,21,0,2013-07-02T01:00:00Z
2013,5,11,1654,1520,94,1822,1628,114,EV,4133,N13989,EWR,PVD,34,160,15,20,2013-05-11T19:00:00Z
2013,1,22,1626,1630,-4,1820,1853,-33,DL,1771,N324NB,JFK,DTW,93,509,16,30,2013-01-22T21:00:00Z
2013,3,3,1638,1635,3,1959,2001,-2,US,656,N648AW,EWR,PHX,301,2133,16,35,2013-03-03T21:00:00Z
2013,11,5,1451,1459,-8,1802,1756,6,DL,1773,N3767,JFK,LAS,334,2248,14,59,2013-11-05T19:00:00Z
2013,4,13,1307,1307,0,1425,1425,0,B6,32,N316JB,JFK,ROC,57,264,13,7,2013-04-13T17:00:00Z
2013,8,7,1602,1559,3,1829,1828,1,9E,3540,N906XJ,JFK,MSP,150,1029,15,59,2013-08-07T19:00:00Z
2013,12,21,2114,2114,0,2318,2311,7,EV,4700,N16541,EWR,CLT,91,529,21,14,2013-12-22T02:00:00Z
2013,9,28,1557,1600,-3,1819,1847,-28,B6,543,N570JB,EWR,PBI,124,1023,16,0,2013-09-28T20:00:00Z
2013,12,26,1715,1710,5,1912,1910,2,MQ,3530,N844MQ,LGA,DTW,93,502,17,10,2013-12-26T22:00:00Z
2013,7,24,1728,1659,29,1840,1833,7,UA,608,N483UA,EWR,ORD,106,719,16,59,2013-07-24T20:00:00Z
2013,6,30,2224,1819,245,124,2118,246,B6,153,N706JB,JFK,PBI,146,1028,18,19,2013-06-30T22:00:00Z
2013,10,15,2002,2006,-4,2218,2213,5,EV,4321,N11113,EWR,MCI,174,1092,20,6,2013-10-16T00:00:00Z
2013,9,29,1214,1206,8,1449,1513,-24,UA,1496,N39728,EWR,SNA,306,2434,12,6,2013-09-29T16:00:00Z
2013,11,6,1856,1900,-4,2222,2212,10,UA,541,N420UA,EWR,SEA,349,2402,19,0,2013-11-07T00:00:00Z
2013,9,10,959,1000,-1,1142,1133,9,FL,353,N892AT,LGA,CAK,62,397,10,0,2013-09-10T14:00:00Z
2013,4,29,1549,1457,52,1728,1634,54,EV,4323,N19554,EWR,RDU,66,416,14,57,2013-04-29T18:00:00Z
2013,8,2,730,730,0,1036,1033,3,DL,1771,N709TW,JFK,SEA,333,2422,7,30,2013-08-02T11:00:00Z
2013,5,19,1423,1426,-3,1712,1729,-17,B6,71,N630JB,JFK,FLL,150,1069,14,26,2013-05-19T18:00:00Z
2013,7,13,2010,1748,142,2230,2035,115,B6,299,N633JB,LGA,MCO,124,950,17,48,2013-07-13T21:00:00Z
2013,8,16,615,620,-5,748,817,-29,EV,4963,N709EV,EWR,MSP,135,1008,6,20,2013-08-16T10:00:00Z
2013,9,29,1505,1505,0,1756,1830,-34,AA,145,N5FMAA,JFK,MIA,132,1089,15,5,2013-09-29T19:00:00Z
2013,10,23,1056,1100,-4,1251,1246,5,9E,3475,N934XJ,EWR,DTW,83,488,11,0,2013-10-23T15:00:00Z
2013,3,2,938,929,9,1145,1212,-27,UA,995,N572UA,EWR,LAS,280,2227,9,29,2013-03-02T14:00:00Z
2013,12,11,1932,1921,11,2259,2246,13,B6,71,N566JB,JFK,SLC,301,1990,19,21,2013-12-12T00:00:00Z
2013,2,7,819,827,-8,1003,1031,-28,EV,4652,N12167,EWR,MYR,91,550,8,27,2013-02-07T13:00:00Z
2013,7,10,946,1000,-14,1103,1132,-29,UA,673,N594UA,LGA,ORD,112,733,10,0,2013-07-10T14:00:00Z
2013,7,26,1945,1940,5,2158,2150,8,EV,4543,N11113,EWR,DSM,154,1017,19,40,2013-07-26T23:00:00Z
2013,9,11,1024,1025,-1,1240,1325,-45,AA,1131,N3GVAA,LGA,DFW,178,1389,10,25,2013-09-11T14:00:00Z
2013,2,16,1240,1225,15,1430,1510,-40,WN,676,N946WN,LGA,DEN,214,1620,12,25,2013-02-16T17:00:00Z
2013,10,8,2053,2059,-6,2204,2211,-7,UA,1066,N17730,EWR,BOS,34,200,20,59,2013-10-09T00:00:00Z
2013,8,21,1721,1721,0,1824,1848,-24,UA,1142,N17719,EWR,BOS,44,200,17,21,2013-08-21T21:00:00Z
2013,10,23,545,550,-5,930,932,-2,B6,939,N524JB,JFK,BQN,202,1576,5,50,2013-10-23T09:00:00Z
2013,9,1,1609,1615,-6,1854,1845,9,MQ,3357,N519MQ,LGA,ATL,109,762,16,15,2013-09-01T20:00:00Z
2013,9,6,2023,2040,-17,2209,2300,-51,9E,4033,N8933B,LGA,TYS,87,647,20,40,2013-09-07T00:00:00Z
