carrier,flight,month_name,time_hour,dep_delay,arr_delay,dep_delay_cat,arr_delay_cat
MQ,3674,July,2013-07-27T22:00:00Z,-2,-12,Kind of on time,Kind of on time
UA,646,June,2013-06-09T22:00:00Z,7,12,Kind of on time,Kind of on time
EV,4137,June,2013-06-03T11:00:00Z,-3,14,Kind of on time,Kind of on time
B6,71,May,2013-05-06T18:00:00Z,1,-5,Kind of on time,Kind of on time
EV,4204,June,2013-06-06T23:00:00Z,-8,-2,Kind of on time,Kind of on time
DL,2119,December,2013-12-26T13:00:00Z,-5,-22,Kind of on time,Kind of on time
EV,4312,March,2013-03-05T00:00:00Z,4,-7,Kind of on time,Kind of on time
AA,185,October,2013-10-16T01:00:00Z,-3,11,Kind of on time,Kind of on time
EV,4422,December,2013-12-11T11:00:00Z,27,30,Kind of on time,Late
UA,288,December,2013-12-08T11:00:00Z,-6,-3,Kind of on time,Kind of on time
VX,169,October,2013-10-13T22:00:00Z,0,1,Kind of on time,Kind of on time
EV,4227,June,2013-06-22T11:00:00Z,-1,-14,Kind of on time,Kind of on time
AA,1223,August,2013-08-03T13:00:00Z,4,16,Kind of on time,Kind of on time
9E,3380,June,2013-06-14T23:00:00Z,7,23,Kind of on time,Kind of on time
UA,1416,September,2013-09-28T23:00:00Z,-2,-35,Kind of on time,Early
US,1443,February,2013-02-14T17:00:00Z,-5,-16,Kind of on time,Kind of on time
AA,177,January,2013-01-03T22:00:00Z,65,28,Late,Kind of on time
UA,994,November,2013-11-04T13:00:00Z,-5,-16,Kind of on time,Kind of on time
UA,685,February,2013-02-21T20:00:00Z,11,6,Kind of on time,Kind of on time
9E,4105,March,2013-03-21T19:00:00Z,9,-6,Kind of on time,Kind of on time
B6,63,June,2013-06-15T18:00:00Z,4,-24,Kind of on time,Kind of on time
US,2095,October,2013-10-14T17:00:00Z,-4,-4,Kind of on time,Kind of on time
B6,1025,December,2013-12-06T13:00:00Z,-5,-12,Kind of on time,Kind of on time
VX,183,June,2013-06-12T11:00:00Z,-4,-19,Kind of on time,Kind of on time
UA,859,February,2013-02-23T14:00:00Z,0,-8,Kind of on time,Kind of on time
DL,847,November,2013-11-08T21:00:00Z,-3,-15,Kind of on time,Kind of on time
AA,1121,September,2013-09-05T13:00:00Z,-9,-36,Kind of on time,Early
AS,11,January,2013-01-29T12:00:00Z,-14,-6,Kind of on time,Kind of on time
DL,731,October,2013-10-10T10:00:00Z,-3,-10,Kind of on time,Kind of on time
AA,221,July,2013-07-13T21:00:00Z,0,2,Kind of on time,Kind of on time
DL,781,September,2013-09-17T16:00:00Z,-5,1,Kind of on time,Kind of on time
VX,413,September,2013-09-04T20:00:00Z,-2,-32,Kind of on time,Early
UA,1704,April,2013-04-15T18:00:00Z,-2,-5,Kind of on time,Kind of on time
US,604,June,2013-06-16T14:00:00Z,-1,18,Kind of on time,Kind of on time
US,2130,March,2013-03-10T18:00:00Z,-9,18,Kind of on time,Kind of on time
DL,2370,October,2013-10-03T23:00:00Z,-6,-27,Kind of on time,Kind of on time
EV,4326,November,2013-11-04T20:00:00Z,6,18,Kind of on time,Kind of on time
EV,5220,December,2013-12-04T14:00:00Z,-7,-33,Kind of on time,Early
US,1895,November,2013-11-08T10:00:00Z,-3,3,Kind of on time,Kind of on time
B6,53,September,2013-09-25T14:00:00Z,26,21,Kind of on time,Kind of on time
B6,641,May,2013-05-02T13:00:00Z,-1,-27,Kind of on time,Kind of on time
EV,4112,January,2013-01-29T13:00:00Z,-4,-5,Kind of on time,Kind of on time
UA,725,June,2013-06-29T00:00:00Z,84,76,Late,Late
DL,120,September,2013-09-08T13:00:00Z,-5,-10,Kind of on time,Kind of on time
B6,2702,September,2013-09-22T12:00:00Z,-3,-6,Kind of on time,Kind of on time
DL,731,November,2013-11-13T11:00:00Z,-9,-25,Kind of on time,Kind of on time
B6,527,April,2013-04-28T22:00:00Z,-3,8,Kind of on time,Kind of on time
B6,2380,December,2013-12-25T17:00:00Z,-9,-20,Kind of on time,Kind of on time
AA,2279,May,2013-05-18T11:00:00Z,-6,-30,Kind of on time,Kind of on time
EV,4404,January,2013-02-01T02:00:00Z,41,29,Late,Kind of on time
B6,991,March,2013-03-10T16:00:00Z,22,9,Kind of on time,Kind of on time
B6,2580,July,2013-07-21T21:00:00Z,-3,3,Kind of on time,Kind of on time
MQ,4577,June,2013-06-06T17:00:00Z,-4,66,Kind of on time,Late
US,456,September,2013-09-10T17:00:00Z,25,3,Kind of on time,Kind of on time
DL,2331,November,2013-11-14T23:00:00Z,-4,-12,Kind of on time,Kind of on time
UA,1122,March,2013-03-11T18:00:00Z,20,26,Kind of on time,Kind of on time
UA,1600,October,2013-10-11T19:00:00Z,-1,-13,Kind of on time,Kind of on time
EV,4119,April,2013-04-27T01:00:00Z,152,139,Late,Late
DL,2275,December,2013-12-14T11:00:00Z,-5,-17,Kind of on time,Kind of on time
9E,3373,January,2013-01-28T00:00:00Z,-3,-29,Kind of on time,Kind of on time
US,687,August,2013-08-29T21:00:00Z,29,23,Kind of on time,Kind of on time
DL,1959,April,2013-04-08T12:00:00Z,-1,-11,Kind of on time,Kind of on time
MQ,4425,April,2013-04-12T15:00:00Z,NA,NA,NA,NA
EV,4422,June,2013-06-07T10:00:00Z,18,-3,Kind of on time,Kind of on time
EV,4241,September,2013-09-13T10:00:00Z,12,16,Kind of on time,Kind of on time
EV,4187,December,2013-12-22T15:00:00Z,0,7,Kind of on time,Kind of on time
B6,271,September,2013-09-26T13:00:00Z,-15,-4,Kind of on time,Kind of on time
DL,2431,October,2013-10-01T12:00:00Z,22,-17,Kind of on time,Kind of on time
DL,2057,October,2013-10-25T22:00:00Z,-3,-11,Kind of on time,Kind of on time
DL,2319,June,2013-06-19T14:00:00Z,6,7,Kind of on time,Kind of on time
US,2148,December,2013-12-16T18:00:00Z,-6,-26,Kind of on time,Kind of on time
B6,383,May,2013-05-31T01:00:00Z,4,4,Kind of on time,Kind of on time
WN,3330,October,2013-10-24T16:00:00Z,-1,-6,Kind of on time,Kind of on time
WN,2606,November,2013-11-20T12:00:00Z,-5,-21,Kind of on time,Kind of on time
EV,5904,October,2013-10-15T01:00:00Z,0,-7,Kind of on time,Kind of on time
UA,1061,June,2013-06-14T22:00:00Z,34,15,Late,Kind of on time
WN,163,April,2013-04-17T16:00:00Z,-3,-2,Kind of on time,Kind of on time
WN,1113,October,2013-10-15T22:00:00Z,16,21,Kind of on time,Kind of on time
EV,4909,August,2013-08-26T02:00:00Z,-10,-19,Kind of on time,Kind of on time
B6,1103,June,2013-06-07T11:00:00Z,-5,5,Kind of on time,Kind of on time
AA,785,March,2013-03-12T21:00:00Z,16,-4,Kind of on time,Kind of on time
VX,415,April,2013-04-08T00:00:00Z,0,20,Kind of on time,Kind of on time
WN,2915,November,2013-11-22T16:00:00Z,0,7,Kind of on time,Kind of on time
UA,1043,November,2013-11-10T00:00:00Z,-1,-17,Kind of on time,Kind of on time
EV,5306,October,2013-10-04T23:00:00Z,10,0,Kind of on time,Kind of on time
9E,3319,August,2013-08-07T16:00:00Z,-7,-9,Kind of on time,Kind of on time
DL,120,June,2013-06-30T13:00:00Z,10,55,Kind of on time,Late
US,373,March,2013-03-04T23:00:00Z,239,223,Late,Late
AA,2285,November,2013-11-29T19:00:00Z,2,-8,Kind of on time,Kind of on time
DL,1373,April,2013-04-26T20:00:00Z,1,-3,Kind of on time,Kind of on time
EV,4150,April,2013-04-10T10:00:00Z,-1,-14,Kind of on time,Kind of on time
MQ,3985,March,2013-03-16T20:00:00Z,0,86,Kind of on time,Late
EV,4696,May,2013-05-15T12:00:00Z,0,-6,Kind of on time,Kind of on time
UA,1108,August,2013-08-09T17:00:00Z,40,35,Late,Late
UA,404,October,2013-10-11T00:00:00Z,111,91,Late,Late
WN,1983,June,2013-06-13T13:00:00Z,136,122,Late,Late
DL,1903,June,2013-06-15T14:00:00Z,-6,-39,Kind of on time,Early
EV,5736,October,2013-10-19T14:00:00Z,-8,4,Kind of on time,Kind of on time
EV,4702,April,2013-04-22T20:00:00Z,133,137,Late,Late
WN,1,October,2013-10-23T17:00:00Z,-2,7,Kind of on time,Kind of on time
EV,4667,September,2013-09-06T19:00:00Z,-3,-18,Kind of on time,Kind of on time
UA,1734,April,2013-04-11T21:00:00Z,19,-10,Kind of on time,Kind of on time
DL,127,May,2013-05-07T18:00:00Z,7,-25,Kind of on time,Kind of on time
WN,1013,September,2013-09-04T19:00:00Z,0,-26,Kind of on time,Kind of on time
DL,461,February,2013-02-05T11:00:00Z,-6,-1,Kind of on time,Kind of on time
UA,1264,May,2013-05-12T17:00:00Z,91,64,Late,Late
MQ,4415,January,2013-01-14T21:00:00Z,-7,18,Kind of on time,Kind of on time
B6,575,August,2013-08-18T18:00:00Z,-4,-2,Kind of on time,Kind of on time
WN,3135,April,2013-04-30T23:00:00Z,0,-40,Kind of on time,Early
AA,331,July,2013-07-25T17:00:00Z,-5,-27,Kind of on time,Kind of on time
FL,346,September,2013-09-26T12:00:00Z,27,20,Kind of on time,Kind of on time
UA,1464,October,2013-10-11T00:00:00Z,77,63,Late,Late
MQ,3384,August,2013-08-27T01:00:00Z,17,4,Kind of on time,Kind of on time
DL,485,May,2013-05-14T13:00:00Z,-5,0,Kind of on time,Kind of on time
B6,523,March,2013-03-27T16:00:00Z,-7,-16,Kind of on time,Kind of on time
WN,2520,October,2013-10-19T00:00:00Z,-9,-16,Kind of on time,Kind of on time
EV,3828,October,2013-10-02T14:00:00Z,-1,-11,Kind of on time,Kind of on time
DL,1629,April,2013-04-01T21:00:00Z,9,6,Kind of on time,Kind of on time
DL,2454,November,2013-11-20T00:00:00Z,-7,-25,Kind of on time,Kind of on time
EV,5752,April,2013-04-15T10:00:00Z,-5,-6,Kind of on time,Kind of on time
DL,1529,September,2013-09-28T14:00:00Z,-2,-13,Kind of on time,Kind of on time
B6,705,January,2013-01-15T18:00:00Z,0,-21,Kind of on time,Kind of on time
MQ,4669,April,2013-04-12T19:00:00Z,95,133,Late,Late
MQ,4569,March,2013-03-25T23:00:00Z,28,19,Kind of on time,Kind of on time
AA,695,January,2013-01-12T22:00:00Z,0,0,Kind of on time,Kind of on time
MQ,3604,September,2013-09-26T00:00:00Z,23,7,Kind of on time,Kind of on time
B6,418,December,2013-12-26T01:00:00Z,-7,-10,Kind of on time,Kind of on time
EV,4121,November,2013-11-09T22:00:00Z,0,-6,Kind of on time,Kind of on time
B6,27,July,2013-07-22T10:00:00Z,-7,9,Kind of on time,Kind of on time
UA,1740,June,2013-06-28T21:00:00Z,73,79,Late,Late
B6,2002,December,2013-12-30T03:00:00Z,23,25,Kind of on time,Kind of on time
UA,1228,September,2013-09-11T14:00:00Z,-2,-38,Kind of on time,Early
UA,1665,March,2013-03-20T19:00:00Z,-3,4,Kind of on time,Kind of on time
B6,63,June,2013-06-09T18:00:00Z,-4,31,Kind of on time,Late
UA,1523,April,2013-04-10T22:00:00Z,108,116,Late,Late
US,1491,March,2013-03-25T22:00:00Z,-2,-10,Kind of on time,Kind of on time
UA,708,September,2013-09-06T20:00:00Z,-8,-27,Kind of on time,Kind of on time
AA,1769,February,2013-02-15T19:00:00Z,-3,-9,Kind of on time,Kind of on time
DL,1647,February,2013-02-08T16:00:00Z,-1,-1,Kind of on time,Kind of on time
EV,4626,February,2013-02-26T11:00:00Z,-2,-10,Kind of on time,Kind of on time
9E,3385,June,2013-06-15T23:00:00Z,-2,-35,Kind of on time,Early
UA,1618,June,2013-06-24T18:00:00Z,2,42,Kind of on time,Late
AA,178,September,2013-09-20T16:00:00Z,-9,-21,Kind of on time,Kind of on time
VX,399,November,2013-11-07T12:00:00Z,-3,4,Kind of on time,Kind of on time
B6,301,July,2013-07-07T18:00:00Z,36,51,Late,Late
WN,794,January,2013-01-04T16:00:00Z,0,-19,Kind of on time,Kind of on time
F9,419,April,2013-04-25T21:00:00Z,99,122,Late,Late
UA,373,December,2013-12-29T17:00:00Z,0,-7,Kind of on time,Kind of on time
UA,397,March,2013-03-26T12:00:00Z,-1,-17,Kind of on time,Kind of on time
MQ,3351,October,2013-10-03T10:00:00Z,-8,-16,Kind of on time,Kind of on time
9E,3798,February,2013-02-11T00:00:00Z,-6,-21,Kind of on time,Kind of on time
MQ,3351,October,2013-10-18T10:00:00Z,-6,-6,Kind of on time,Kind of on time
UA,1462,August,2013-08-20T20:00:00Z,20,-13,Kind of on time,Kind of on time
UA,460,September,2013-09-08T19:00:00Z,29,24,Kind of on time,Kind of on time
VX,27,February,2013-02-13T21:00:00Z,2,-22,Kind of on time,Kind of on time
AA,711,April,2013-04-30T10:00:00Z,-2,-29,Kind of on time,Kind of on time
B6,30,April,2013-04-15T02:00:00Z,NA,NA,NA,NA
UA,1028,January,2013-01-29T13:00:00Z,-5,-44,Kind of on time,Early
DL,91,February,2013-02-10T21:00:00Z,1,-19,Kind of on time,Kind of on time
9E,3325,March,2013-03-18T19:00:00Z,-3,12,Kind of on time,Kind of on time
UA,1591,December,2013-12-09T15:00:00Z,19,8,Kind of on time,Kind of on time
DL,970,December,2013-12-02T14:00:00Z,-1,17,Kind of on time,Kind of on time
B6,30,January,2013-01-13T03:00:00Z,-4,8,Kind of on time,Kind of on time
UA,428,February,2013-02-04T17:00:00Z,4,2,Kind of on time,Kind of on time
UA,1623,January,2013-01-21T15:00:00Z,-5,9,Kind of on time,Kind of on time
DL,6,May,2013-05-27T23:00:00Z,-1,-12,Kind of on time,Kind of on time
DL,301,November,2013-11-21T13:00:00Z,-5,-29,Kind of on time,Kind of on time
US,1445,May,2013-05-06T18:00:00Z,96,78,Late,Late
US,1877,September,2013-09-06T09:00:00Z,-10,-6,Kind of on time,Kind of on time
MQ,3070,September,2013-09-18T18:00:00Z,-1,-15,Kind of on time,Kind of on time
DL,443,October,2013-10-07T00:00:00Z,21,-7,Kind of on time,Kind of on time
UA,397,August,2013-08-22T12:00:00Z,2,51,Kind of on time,Late
9E,2927,November,2013-11-10T20:00:00Z,-5,10,Kind of on time,Kind of on time
B6,600,June,2013-06-13T13:00:00Z,-4,30,Kind of on time,Late
US,2156,August,2013-08-08T21:00:00Z,-7,23,Kind of on time,Kind of on time
EV,4149,November,2013-11-20T13:00:00Z,-4,-11,Kind of on time,Kind of on time
UA,1568,April,2013-04-24T10:00:00Z,12,1,Kind of on time,Kind of on time
MQ,4601,May,2013-05-21T21:00:00Z,0,11,Kind of on time,Kind of on time
US,802,August,2013-08-14T19:00:00Z,-2,-9,Kind of on time,Kind of on time
B6,1407,November,2013-11-11T22:00:00Z,-4,-20,Kind of on time,Kind of on time
UA,1682,October,2013-10-29T21:00:00Z,-3,11,Kind of on time,Kind of on time
EV,5209,October,2013-10-15T00:00:00Z,43,12,Late,Kind of on time
UA,1730,December,2013-12-07T21:00:00Z,4,-9,Kind of on time,Kind of on time
FL,349,January,2013-01-19T19:00:00Z,-4,-32,Kind of on time,Early
MQ,4540,March,2013-03-03T21:00:00Z,-5,-7,Kind of on time,Kind of on time
EV,4543,January,2013-01-08T00:00:00Z,-2,-14,Kind of on time,Kind of on time
EV,4352,April,2013-04-11T19:00:00Z,125,158,Late,Late
B6,201,June,2013-06-22T22:00:00Z,5,-18,Kind of on time,Kind of on time
MQ,3365,June,2013-06-19T21:00:00Z,-4,-13,Kind of on time,Kind of on time
EV,4552,September,2013-09-03T17:00:00Z,-4,-9,Kind of on time,Kind of on time
UA,482,November,2013-11-25T11:00:00Z,-6,-11,Kind of on time,Kind of on time
B6,56,January,2013-01-30T14:00:00Z,8,-1,Kind of on time,Kind of on time
AS,7,March,2013-03-21T22:00:00Z,8,-15,Kind of on time,Kind of on time
DL,1902,August,2013-08-24T18:00:00Z,-6,-35,Kind of on time,Early
B6,327,August,2013-08-27T21:00:00Z,8,-4,Kind of on time,Kind of on time
VX,11,December,2013-12-02T12:00:00Z,-1,7,Kind of on time,Kind of on time
B6,537,February,2013-02-04T20:00:00Z,48,53,Late,Late
AA,719,August,2013-08-07T12:00:00Z,-3,4,Kind of on time,Kind of on time
UA,1600,May,2013-05-01T23:00:00Z,-6,-9,Kind of on time,Kind of on time
9E,2928,November,2013-11-28T00:00:00Z,61,76,Late,Late
WN,950,November,2013-11-23T11:00:00Z,4,-11,Kind of on time,Kind of on time
EV,4334,July,2013-07-31T10:00:00Z,-5,-14,Kind of on time,Kind of on time
DL,1747,May,2013-05-05T12:00:00Z,-4,-1,Kind of on time,Kind of on time
DL,1885,July,2013-07-21T13:00:00Z,-10,-17,Kind of on time,Kind of on time
MQ,3416,June,2013-06-29T19:00:00Z,-8,-22,Kind of on time,Kind of on time
VX,11,December,2013-12-03T12:00:00Z,3,2,Kind of on time,Kind of on time
AA,319,April,2013-04-30T13:00:00Z,-8,-28,Kind of on time,Kind of on time
B6,499,November,2013-12-01T02:00:00Z,-16,-23,Kind of on time,Kind of on time
UA,745,February,2013-02-08T20:00:00Z,NA,NA,NA,NA
EV,4233,March,2013-03-14T12:00:00Z,12,5,Kind of on time,Kind of on time
EV,5092,July,2013-07-18T23:00:00Z,58,55,Late,Late
UA,1616,February,2013-02-20T15:00:00Z,-5,-23,Kind of on time,Kind of on time
B6,153,June,2013-06-28T22:00:00Z,247,249,Late,Late
MQ,3066,December,2013-12-21T12:00:00Z,0,-3,Kind of on time,Kind of on time
AA,145,July,2013-07-13T21:00:00Z,-2,5,Kind of on time,Kind of on time
DL,884,August,2013-08-19T21:00:00Z,-2,-37,Kind of on time,Early
DL,2370,January,2013-01-17T00:00:00Z,-5,-4,Kind of on time,Kind of on time
B6,499,August,2013-08-09T01:00:00Z,179,156,Late,Late
EV,4326,March,2013-03-26T19:00:00Z,-4,-5,Kind of on time,Kind of on time
MQ,3340,November,2013-11-01T17:00:00Z,-1,-11,Kind of on time,Kind of on time
AA,1111,December,2013-12-20T12:00:00Z,4,-18,Kind of on time,Kind of on time
UA,311,August,2013-08-03T10:00:00Z,-5,7,Kind of on time,Kind of on time
AA,359,September,2013-09-28T22:00:00Z,-8,-43,Kind of on time,Early
UA,405,February,2013-02-16T16:00:00Z,16,-21,Kind of on time,Kind of on time
MQ,4323,January,2013-01-14T22:00:00Z,0,-25,Kind of on time,Kind of on time
EV,4434,October,2013-10-26T16:00:00Z,-10,-13,Kind of on time,Kind of on time
DL,2395,November,2013-11-30T13:00:00Z,-5,-10,Kind of on time,Kind of on time
EV,4636,February,2013-02-13T14:00:00Z,-4,12,Kind of on time,Kind of on time
EV,3819,January,2013-01-26T02:00:00Z,98,124,Late,Late
EV,4395,September,2013-09-10T17:00:00Z,-6,-20,Kind of on time,Kind of on time
EV,4140,August,2013-08-30T13:00:00Z,-7,-25,Kind of on time,Kind of on time
AA,327,March,2013-03-20T15:00:00Z,-5,-31,Kind of on time,Early
US,1012,March,2013-03-06T22:00:00Z,47,28,Late,Kind of on time
WN,3015,November,2013-11-26T23:00:00Z,13,25,Kind of on time,Kind of on time
EV,4297,November,2013-11-17T12:00:00Z,-7,-24,Kind of on time,Kind of on time
UA,1139,October,2013-10-30T22:00:00Z,-1,41,Kind of on time,Late
9E,3523,January,2013-01-16T20:00:00Z,NA,NA,NA,NA
B6,985,April,2013-04-24T20:00:00Z,7,43,Kind of on time,Late
EV,4420,June,2013-06-26T12:00:00Z,-5,1,Kind of on time,Kind of on time
DL,731,June,2013-06-18T10:00:00Z,-1,1,Kind of on time,Kind of on time
DL,1435,August,2013-08-06T23:00:00Z,10,-10,Kind of on time,Kind of on time
EV,4302,June,2013-06-11T16:00:00Z,2,3,Kind of on time,Kind of on time
DL,2445,September,2013-09-12T12:00:00Z,3,-10,Kind of on time,Kind of on time
DL,95,September,2013-09-16T21:00:00Z,-5,-24,Kind of on time,Kind of on time
B6,1729,July,2013-07-19T19:00:00Z,86,74,Late,Late
B6,1407,October,2013-10-15T22:00:00Z,-6,-1,Kind of on time,Kind of on time
9E,3523,January,2013-01-31T20:00:00Z,19,26,Kind of on time,Kind of on time
MQ,4478,January,2013-01-10T14:00:00Z,-6,3,Kind of on time,Kind of on time
UA,1622,November,2013-11-01T10:00:00Z,-6,-5,Kind of on time,Kind of on time
DL,1743,June,2013-06-19T10:00:00Z,-5,0,Kind of on time,Kind of on time
UA,1602,January,2013-01-14T14:00:00Z,-6,-3,Kind of on time,Kind of on time
DL,2098,August,2013-08-17T16:00:00Z,-7,-13,Kind of on time,Kind of on time
DL,6,May,2013-05-09T23:00:00Z,0,2,Kind of on time,Kind of on time
YV,3771,August,2013-08-13T20:00:00Z,1,-5,Kind of on time,Kind of on time
MQ,3599,June,2013-06-21T10:00:00Z,-8,0,Kind of on time,Kind of on time
B6,1051,January,2013-01-30T13:00:00Z,-6,-16,Kind of on time,Kind of on time
AA,1999,August,2013-08-06T21:00:00Z,1,-35,Kind of on time,Early
AA,1855,June,2013-06-29T15:00:00Z,-5,-12,Kind of on time,Kind of on time
EV,3848,May,2013-05-01T12:00:00Z,-8,-18,Kind of on time,Kind of on time
EV,5242,November,2013-11-07T13:00:00Z,-12,-1,Kind of on time,Kind of on time
UA,486,February,2013-02-14T15:00:00Z,-8,-6,Kind of on time,Kind of on time
DL,301,June,2013-06-08T12:00:00Z,0,-9,Kind of on time,Kind of on time
UA,336,March,2013-03-30T12:00:00Z,-2,-16,Kind of on time,Kind of on time
UA,1663,September,2013-09-13T17:00:00Z,-3,-23,Kind of on time,Kind of on time
9E,4191,August,2013-08-29T00:00:00Z,157,186,Late,Late
B6,1,October,2013-10-08T14:00:00Z,1,11,Kind of on time,Kind of on time
DL,1771,March,2013-03-05T21:00:00Z,17,0,Kind of on time,Kind of on time
DL,1743,April,2013-04-12T10:00:00Z,14,22,Kind of on time,Kind of on time
B6,399,March,2013-03-06T02:00:00Z,-4,-4,Kind of on time,Kind of on time
US,1607,May,2013-05-07T19:00:00Z,-6,34,Kind of on time,Late
UA,653,December,2013-12-09T13:00:00Z,44,47,Late,Late
B6,1161,February,2013-02-07T18:00:00Z,3,-7,Kind of on time,Kind of on time
DL,457,December,2013-12-16T15:00:00Z,7,25,Kind of on time,Kind of on time
AS,15,July,2013-07-07T11:00:00Z,-2,-38,Kind of on time,Early
DL,1779,March,2013-03-23T21:00:00Z,20,16,Kind of on time,Kind of on time
DL,2044,February,2013-02-06T16:00:00Z,-4,-11,Kind of on time,Kind of on time
US,1609,May,2013-05-16T10:00:00Z,-7,17,Kind of on time,Kind of on time
UA,365,October,2013-10-17T18:00:00Z,23,12,Kind of on time,Kind of on time
DL,127,July,2013-07-28T18:00:00Z,-4,-12,Kind of on time,Kind of on time
DL,442,November,2013-11-02T00:00:00Z,-7,-16,Kind of on time,Kind of on time
EV,4201,November,2013-11-15T21:00:00Z,-3,-13,Kind of on time,Kind of on time
EV,5273,March,2013-03-03T16:00:00Z,-8,-39,Kind of on time,Early
US,2179,August,2013-08-07T16:00:00Z,-2,1,Kind of on time,Kind of on time
US,654,February,2013-02-18T11:00:00Z,-9,-1,Kind of on time,Kind of on time
UA,1550,May,2013-05-28T01:00:00Z,-2,-42,Kind of on time,Early
AA,327,April,2013-04-27T15:00:00Z,-1,-30,Kind of on time,Kind of on time
B6,517,January,2013-01-13T13:00:00Z,-4,-33,Kind of on time,Early
B6,34,July,2013-07-23T15:00:00Z,-2,-4,Kind of on time,Kind of on time
VX,165,April,2013-04-26T17:00:00Z,-2,0,Kind of on time,Kind of on time
MQ,3407,November,2013-11-26T13:00:00Z,0,-11,Kind of on time,Kind of on time
AA,785,January,2013-01-21T22:00:00Z,20,29,Kind of on time,Kind of on time
AA,413,August,2013-08-23T10:00:00Z,0,27,Kind of on time,Kind of on time
VX,407,February,2013-02-15T14:00:00Z,2,-33,Kind of on time,Early
UA,561,May,2013-05-14T12:00:00Z,2,-26,Kind of on time,Kind of on time
9E,3448,October,2013-10-02T20:00:00Z,-9,-50,Kind of on time,Early
EV,5813,November,2013-11-12T13:00:00Z,1,37,Kind of on time,Late
9E,3316,September,2013-09-12T18:00:00Z,NA,NA,NA,NA
MQ,4309,January,2013-01-31T20:00:00Z,-4,-4,Kind of on time,Kind of on time
DL,461,April,2013-04-02T10:00:00Z,-3,-13,Kind of on time,Kind of on time
US,893,November,2013-11-13T15:00:00Z,-8,-19,Kind of on time,Kind of on time
UA,1186,August,2013-08-25T17:00:00Z,-3,-18,Kind of on time,Kind of on time
WN,654,June,2013-06-12T16:00:00Z,2,5,Kind of on time,Kind of on time
DL,1499,May,2013-05-26T20:00:00Z,-2,-32,Kind of on time,Early
B6,74,February,2013-02-15T22:00:00Z,-3,-13,Kind of on time,Kind of on time
UA,1506,August,2013-08-02T23:00:00Z,33,9,Late,Kind of on time
9E,2926,November,2013-11-25T13:00:00Z,16,10,Kind of on time,Kind of on time
B6,1734,August,2013-08-08T19:00:00Z,51,66,Late,Late
EV,4171,May,2013-05-03T17:00:00Z,-14,-11,Kind of on time,Kind of on time
WN,149,May,2013-05-09T16:00:00Z,-4,-14,Kind of on time,Kind of on time
AA,1151,December,2013-12-30T18:00:00Z,-8,12,Kind of on time,Kind of on time
UA,635,October,2013-10-27T19:00:00Z,41,61,Late,Late
EV,4132,March,2013-03-25T00:00:00Z,190,155,Late,Late
DL,2155,February,2013-02-07T02:00:00Z,-11,-14,Kind of on time,Kind of on time
AS,7,March,2013-03-19T22:00:00Z,31,25,Late,Kind of on time
WN,1506,June,2013-06-15T15:00:00Z,-5,-4,Kind of on time,Kind of on time
UA,1700,June,2013-06-20T16:00:00Z,11,-9,Kind of on time,Kind of on time
AA,763,January,2013-01-18T20:00:00Z,2,-3,Kind of on time,Kind of on time
AA,753,July,2013-07-12T17:00:00Z,5,-2,Kind of on time,Kind of on time
AA,185,January,2013-01-19T02:00:00Z,-4,-28,Kind of on time,Kind of on time
AS,7,May,2013-05-09T22:00:00Z,42,39,Late,Late
B6,683,December,2013-12-22T12:00:00Z,-5,-7,Kind of on time,Kind of on time
9E,3525,February,2013-02-28T00:00:00Z,117,85,Late,Late
B6,1734,October,2013-10-04T18:00:00Z,-5,-16,Kind of on time,Kind of on time
EV,4371,April,2013-04-11T15:00:00Z,-2,-1,Kind of on time,Kind of on time
EV,4936,August,2013-08-30T20:00:00Z,23,16,Kind of on time,Kind of on time
EV,4368,February,2013-02-04T18:00:00Z,109,95,Late,Late
B6,1471,May,2013-05-25T14:00:00Z,4,-24,Kind of on time,Kind of on time
UA,1523,April,2013-04-27T22:00:00Z,-4,-22,Kind of on time,Kind of on time
DL,2343,February,2013-02-13T15:00:00Z,592,595,Late,Late
UA,1481,March,2013-03-11T11:00:00Z,0,-39,Kind of on time,Early
UA,1030,September,2013-09-19T11:00:00Z,1,110,Kind of on time,Late
EV,4368,March,2013-03-13T01:00:00Z,98,92,Late,Late
B6,1371,August,2013-08-22T01:00:00Z,0,2,Kind of on time,Kind of on time
EV,5311,September,2013-09-04T02:00:00Z,-15,-30,Kind of on time,Kind of on time
UA,1116,March,2013-03-18T19:00:00Z,2,-26,Kind of on time,Kind of on time
UA,1117,February,2013-02-11T13:00:00Z,-2,-27,Kind of on time,Kind of on time
WN,1975,August,2013-08-29T11:00:00Z,26,-2,Kind of on time,Kind of on time
B6,711,October,2013-10-27T22:00:00Z,-2,-10,Kind of on time,Kind of on time
DL,930,February,2013-02-09T16:00:00Z,NA,NA,NA,NA
DL,2391,December,2013-12-03T23:00:00Z,-4,-27,Kind of on time,Kind of on time
AA,1410,December,2013-12-17T20:00:00Z,33,19,Late,Kind of on time
US,802,September,2013-09-23T19:00:00Z,-6,-23,Kind of on time,Kind of on time
EV,4499,June,2013-06-02T20:00:00Z,-3,-22,Kind of on time,Kind of on time
UA,226,July,2013-07-31T10:00:00Z,0,-3,Kind of on time,Kind of on time
EV,3817,January,2013-01-23T20:00:00Z,7,7,Kind of on time,Kind of on time
